teacher_id,t_gender,t_nationality,t_chin_level,t_price,t_accent,t_speech_rate,t_atmosphere,t_correct_pronunce,t_correct_grammar,t_degree,t_humorous,t_responsible,t_active,t_patient,t_goodlook,t_experienced,t_TESOL,t_TEFL,t_ESL,t_TEYL,t_CELTA,t_Qualified
221,0,413.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
222,0,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,413.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
224,1,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
226,0,413.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
227,0,231.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
228,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
230,1,231.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
231,0,414.0,760.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
232,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
233,1,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
234,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,413.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
236,0,413.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
237,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0
238,0,413.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
239,1,413.0,763.0,224.0,1424.0,1475.0,5.0,8.0,8.0,1434.0,0,1,0,1,0,1,0,0,0,0,0,0
240,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
241,1,413.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
242,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
243,1,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
245,0,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
246,0,413.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
247,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
249,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
250,1,413.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0
251,0,231.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
252,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
253,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
254,0,231.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
255,1,413.0,763.0,240.0,1424.0,0.0,7.0,8.0,8.0,1435.0,1,1,1,1,1,1,0,0,0,0,0,0
256,1,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
257,0,231.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
258,1,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,0
259,0,214.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0
260,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
261,1,214.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
262,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
263,0,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
265,0,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
266,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,413.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
268,1,214.0,762.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0
269,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
270,1,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
271,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,413.0,763.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0
273,0,231.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
274,0,214.0,762.0,141.0,1428.0,1472.0,7.0,8.0,8.0,1434.0,1,1,1,1,0,1,0,0,0,0,0,0
275,1,413.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
276,1,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0
277,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
278,0,220.0,763.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
279,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,413.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,413.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
282,0,220.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
283,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
284,0,289.0,763.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
285,0,413.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
286,1,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
288,1,264.0,763.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0
289,0,413.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
290,0,220.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
291,0,264.0,763.0,169.0,1425.0,1470.0,7.0,8.0,6.0,1434.0,1,1,1,1,0,1,0,0,1,0,0,0
292,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
293,0,214.0,762.0,165.0,0.0,1475.0,8.0,8.0,8.0,1435.0,0,0,1,1,0,1,0,0,0,0,0,0
294,1,266.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0
295,1,214.0,762.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0
296,0,231.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
297,1,337.0,763.0,208.0,1428.0,1472.0,5.0,8.0,8.0,1434.0,1,1,1,1,1,0,0,0,0,0,0,0
298,0,264.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
299,1,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
300,1,214.0,762.0,212.0,0.0,1475.0,4.0,10.0,9.0,1434.0,0,1,0,1,1,0,0,0,0,0,0,0
301,1,413.0,763.0,224.0,1424.0,1473.0,4.0,7.0,7.0,1434.0,1,1,1,1,1,1,0,1,0,0,0,0
302,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,413.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
304,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
305,0,231.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
306,0,231.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
307,1,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
308,0,264.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
309,1,264.0,763.0,224.0,1425.0,1472.0,5.0,8.0,9.0,1434.0,1,1,1,1,1,1,1,0,0,0,0,0
310,1,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
311,0,413.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
312,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
313,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0
314,0,214.0,762.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
315,0,231.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
316,1,264.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
317,0,413.0,763.0,192.0,1424.0,1475.0,6.0,7.0,7.0,1434.0,0,0,0,0,0,0,0,0,0,0,0,0
318,1,289.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0
319,1,231.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
320,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
321,0,214.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
322,0,231.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,214.0,762.0,141.0,1428.0,0.0,4.0,7.0,7.0,1435.0,1,1,1,1,0,1,0,0,0,0,0,1
324,0,220.0,763.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
325,0,413.0,763.0,208.0,1424.0,1471.0,6.0,7.0,7.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
326,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
327,1,214.0,762.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0
328,1,214.0,762.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0
329,0,413.0,760.0,224.0,1424.0,1472.0,7.0,5.0,5.0,1434.0,1,1,1,1,0,1,0,1,0,0,0,0
330,0,214.0,762.0,141.0,1424.0,1475.0,10.0,8.0,7.0,1434.0,1,1,1,1,0,1,0,0,0,0,0,1
331,0,214.0,762.0,118.0,1424.0,1475.0,3.0,4.0,4.0,1434.0,0,1,0,1,0,0,0,0,0,0,0,0
332,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
333,0,214.0,762.0,165.0,0.0,0.0,0.0,0.0,0.0,1435.0,1,1,0,1,0,1,0,0,0,0,0,0
334,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
335,0,223.0,760.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
336,0,223.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
337,0,223.0,762.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
338,0,214.0,760.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
339,1,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,214.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
341,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
342,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
343,1,231.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0
344,1,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,231.0,762.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
346,1,414.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0
347,0,220.0,763.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
348,0,220.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
349,1,231.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
350,1,413.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
351,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
352,0,220.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
353,1,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0
354,0,413.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
355,0,231.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
356,1,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
357,0,413.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,413.0,763.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
359,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
360,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
361,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
362,1,396.0,763.0,192.0,1427.0,1472.0,5.0,6.0,6.0,1434.0,1,1,0,0,0,1,0,1,0,0,0,0
363,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
364,0,299.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
365,0,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
366,1,414.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,0,0,0,0,0,0
367,0,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
368,1,413.0,760.0,192.0,1424.0,1472.0,9.0,10.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
369,0,414.0,763.0,208.0,1424.0,1473.0,4.0,6.0,5.0,1436.0,1,1,0,1,0,1,1,1,1,1,1,1
370,1,319.0,763.0,192.0,1425.0,1472.0,7.0,8.0,8.0,1436.0,1,1,1,1,0,1,0,0,0,0,0,0
371,1,231.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
372,1,413.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
373,0,396.0,763.0,192.0,1427.0,0.0,4.0,8.0,7.0,1434.0,1,1,1,1,0,1,0,1,0,0,0,0
374,0,413.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0
375,0,214.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
376,1,413.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
377,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
378,0,214.0,762.0,118.0,1428.0,1470.0,5.0,5.0,5.0,1434.0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,426.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0
380,0,396.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
381,0,413.0,763.0,208.0,1424.0,1475.0,7.0,8.0,8.0,1434.0,1,1,0,1,0,1,1,1,1,1,0,0
382,1,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
383,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0
384,0,413.0,763.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
385,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0
386,1,413.0,763.0,192.0,1424.0,1471.0,6.0,7.0,7.0,1434.0,1,1,1,1,1,1,0,0,0,0,1,0
387,1,337.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
388,0,220.0,763.0,71.0,0.0,0.0,4.0,5.0,5.0,1434.0,1,1,1,1,0,1,0,0,0,0,0,0
389,1,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0
390,1,214.0,762.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0
391,0,231.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
393,1,413.0,763.0,208.0,1424.0,1472.0,6.0,8.0,8.0,1435.0,1,1,1,1,1,1,0,0,0,0,0,0
394,1,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
395,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
396,1,413.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0
397,0,413.0,763.0,192.0,1424.0,1472.0,5.0,8.0,8.0,1434.0,1,1,1,1,0,1,0,0,0,0,0,0
398,0,312.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
399,1,264.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
400,0,214.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
401,1,414.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0
402,0,231.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,214.0,762.0,141.0,1428.0,1470.0,6.0,7.0,7.0,1435.0,1,1,1,0,0,0,0,1,0,0,0,0
404,1,214.0,762.0,155.0,1428.0,1470.0,7.0,8.0,8.0,1434.0,0,1,0,1,1,1,0,0,0,0,0,0
405,0,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
406,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
407,0,270.0,761.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
408,1,214.0,760.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
410,1,223.0,761.0,188.0,0.0,0.0,4.0,6.0,7.0,1434.0,1,1,1,1,1,1,0,0,0,0,0,0
411,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,264.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
413,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
414,0,214.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0
415,0,214.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
416,0,214.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
417,0,337.0,760.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0
418,0,413.0,762.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
419,0,413.0,762.0,155.0,1424.0,1473.0,5.0,8.0,8.0,1435.0,1,1,1,1,0,1,0,0,0,0,0,0
420,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0
421,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0
423,0,396.0,763.0,204.0,1427.0,1475.0,4.0,10.0,10.0,1434.0,1,1,1,1,0,1,0,1,0,0,0,0
424,1,413.0,763.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0
425,1,214.0,760.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
426,0,302.0,760.0,169.0,1429.0,1471.0,5.0,5.0,5.0,1434.0,0,1,1,1,0,1,1,0,0,0,0,0
427,1,428.0,761.0,240.0,1428.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,220.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
429,0,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
430,0,414.0,763.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0
431,0,413.0,763.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
432,1,396.0,763.0,240.0,1427.0,1475.0,4.0,10.0,10.0,1434.0,0,1,0,1,0,1,0,0,1,0,0,0
433,0,337.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0
434,0,337.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,0,0,0
435,1,214.0,762.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0
436,0,413.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
